-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 05/15/2020 through 06/17/2020 in LST
Location: Latitude  23.2523   Longitude 77.4311 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 475.01 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_KT             CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_KT,T2M,RH2M,WS10M
2020,6,2,14,209.5,0.2,36.22,27.8,2.96
2020,6,2,15,203.12,0.24,36.02,26.8,3.19
2020,6,2,16,118.57,0.21,35.3,26.37,3.04
2020,6,2,17,43.1,0.15,34.46,25.39,2.27
2020,6,2,18,3.72,0.11,33.07,27.45,1.09
2020,6,2,19,0.0,-999.0,32.64,27.77,0.66
2020,6,2,20,0.0,-999.0,32.32,28.25,0.25
2020,6,2,21,0.0,-999.0,31.53,29.39,0.82
2020,6,2,22,0.0,-999.0,30.3,32.01,1.47
2020,6,2,23,0.0,-999.0,29.15,35.1,2.08
2020,6,3,0,0.0,-999.0,28.54,37.51,2.48
2020,6,3,1,0.0,-999.0,28.14,39.97,3.26
2020,6,3,2,0.0,-999.0,27.78,43.28,4.79
2020,6,3,3,0.0,-999.0,27.05,49.31,5.79
2020,6,3,4,0.0,-999.0,26.27,56.28,5.84
2020,6,3,5,14.68,0.13,25.9,60.68,5.96
2020,6,3,6,83.15,0.21,26.63,58.97,6.15
2020,6,3,7,157.6,0.23,28.31,51.79,5.92
2020,6,3,8,197.8,0.21,30.57,42.96,5.4
2020,6,3,9,374.3,0.33,32.65,36.37,4.7
2020,6,3,10,326.42,0.26,34.36,31.39,4.29
2020,6,3,11,370.77,0.28,35.56,27.84,4.33
2020,6,3,12,389.85,0.3,36.1,25.96,4.52
2020,6,3,13,452.52,0.37,36.24,25.18,4.61
2020,6,3,14,493.15,0.47,36.05,25.05,4.76
2020,6,3,15,337.92,0.4,35.41,25.68,4.89
2020,6,3,16,201.15,0.35,34.47,26.94,5.02
2020,6,3,17,82.43,0.28,33.35,28.74,5.32
2020,6,3,18,5.62,0.16,31.89,32.05,5.2
2020,6,3,19,0.0,-999.0,30.58,36.64,5.34
2020,6,3,20,0.0,-999.0,29.23,43.61,5.09
2020,6,3,21,0.0,-999.0,27.68,54.14,5.24
2020,6,3,22,0.0,-999.0,26.29,66.19,6.19
2020,6,3,23,0.0,-999.0,25.32,75.89,6.06
2020,6,4,0,0.0,-999.0,24.85,79.95,5.57
2020,6,4,1,0.0,-999.0,24.53,82.08,4.96
2020,6,4,2,0.0,-999.0,24.22,83.1,4.48
2020,6,4,3,0.0,-999.0,23.78,83.85,4.14
2020,6,4,4,0.0,-999.0,23.19,84.62,4.25
2020,6,4,5,6.7,0.06,22.79,85.84,4.96
2020,6,4,6,42.2,0.1,22.96,84.38,6.03
2020,6,4,7,40.92,0.06,23.48,81.47,6.82
2020,6,4,8,110.25,0.12,24.15,79.3,7.35
2020,6,4,9,170.18,0.15,24.89,78.25,7.43
2020,6,4,10,211.32,0.17,25.63,77.14,7.24
2020,6,4,11,183.35,0.14,25.96,77.21,7.24
2020,6,4,12,110.47,0.08,25.68,80.73,7.78
2020,6,4,13,202.07,0.17,25.26,83.65,8.59
2020,6,4,14,151.82,0.14,24.85,84.55,9.48
2020,6,4,15,147.5,0.18,24.33,84.39,10.57
2020,6,4,16,112.8,0.2,23.24,85.24,11.13
2020,6,4,17,47.8,0.16,22.04,86.98,10.79
2020,6,4,18,4.72,0.13,21.4,88.02,9.69
2020,6,4,19,0.0,-999.0,21.22,88.65,8.53
2020,6,4,20,0.0,-999.0,21.25,87.87,7.45
2020,6,4,21,0.0,-999.0,21.09,87.8,6.02
2020,6,4,22,0.0,-999.0,20.67,90.17,5.15
2020,6,4,23,0.0,-999.0,20.27,92.62,5.16
2020,6,5,0,0.0,-999.0,19.98,93.78,5.28
2020,6,5,1,0.0,-999.0,19.76,93.93,4.75
2020,6,5,2,0.0,-999.0,19.59,93.65,3.86
2020,6,5,3,0.0,-999.0,19.45,93.22,3.14
2020,6,5,4,0.0,-999.0,19.53,92.0,2.77
2020,6,5,5,32.5,0.28,20.28,87.63,2.93
2020,6,5,6,205.32,0.51,22.05,78.27,2.94
2020,6,5,7,407.67,0.6,25.03,63.92,2.96
2020,6,5,8,579.78,0.63,27.54,54.44,3.05
2020,6,5,9,762.7,0.68,29.0,51.55,2.72
2020,6,5,10,866.53,0.69,30.02,50.72,2.7
2020,6,5,11,931.78,0.71,30.79,50.37,2.99
2020,6,5,12,918.2,0.71,31.15,50.53,3.37
2020,6,5,13,749.15,0.62,31.31,50.63,3.75
2020,6,5,14,487.65,0.46,31.18,50.68,4.01
2020,6,5,15,202.1,0.24,30.89,50.73,4.11
2020,6,5,16,134.15,0.23,30.26,52.45,4.03
2020,6,5,17,56.5,0.19,29.07,59.23,3.26
2020,6,5,18,4.05,0.11,27.08,74.55,2.44
2020,6,5,19,0.0,-999.0,26.2,77.98,2.56
2020,6,5,20,0.0,-999.0,25.83,77.55,2.84
2020,6,5,21,0.0,-999.0,25.4,78.57,2.99
2020,6,5,22,0.0,-999.0,24.97,80.31,3.15
2020,6,5,23,0.0,-999.0,24.5,82.41,3.49
2020,6,6,0,0.0,-999.0,24.09,84.67,3.81
2020,6,6,1,0.0,-999.0,23.73,87.1,3.84
2020,6,6,2,0.0,-999.0,23.43,89.5,3.65
2020,6,6,3,0.0,-999.0,23.25,91.46,3.3
2020,6,6,4,0.0,-999.0,23.12,93.21,2.98
2020,6,6,5,23.42,0.21,23.34,92.7,3.66
2020,6,6,6,156.35,0.39,24.41,87.52,4.67
2020,6,6,7,356.92,0.52,25.75,79.82,5.31
2020,6,6,8,500.67,0.54,26.98,72.45,5.22
2020,6,6,9,711.12,0.63,28.15,65.78,4.94
2020,6,6,10,872.67,0.7,29.09,60.38,4.6
2020,6,6,11,940.4,0.72,29.9,56.35,4.45
2020,6,6,12,807.72,0.62,30.69,53.39,4.47
2020,6,6,13,667.8,0.55,31.31,51.3,4.59
2020,6,6,14,482.98,0.46,31.58,49.71,4.59
2020,6,6,15,354.42,0.42,31.64,48.14,4.26
2020,6,6,16,208.18,0.36,31.39,47.25,3.77
2020,6,6,17,90.0,0.31,30.36,52.26,2.78
2020,6,6,18,5.85,0.15,28.2,70.29,2.03
2020,6,6,19,0.0,-999.0,27.32,74.91,1.98
2020,6,6,20,0.0,-999.0,26.89,76.16,2.01
2020,6,6,21,0.0,-999.0,26.43,77.43,2.07
2020,6,6,22,0.0,-999.0,25.98,78.5,2.14
2020,6,6,23,0.0,-999.0,25.48,79.33,2.25
2020,6,7,0,0.0,-999.0,24.93,80.13,2.41
2020,6,7,1,0.0,-999.0,24.34,81.25,2.7
2020,6,7,2,0.0,-999.0,23.86,82.04,3.17
2020,6,7,3,0.0,-999.0,23.43,83.37,3.52
2020,6,7,4,0.0,-999.0,23.08,85.49,3.46
2020,6,7,5,24.55,0.22,23.33,84.77,3.85
2020,6,7,6,151.8,0.38,24.95,77.54,4.6
2020,6,7,7,295.98,0.44,27.33,65.58,5.26
2020,6,7,8,481.0,0.52,29.19,56.44,4.73
2020,6,7,9,750.58,0.67,30.57,50.93,4.1
2020,6,7,10,895.47,0.72,31.76,47.0,3.72
2020,6,7,11,962.75,0.73,32.78,43.98,3.57
2020,6,7,12,885.97,0.68,33.45,41.94,3.75
2020,6,7,13,609.1,0.5,33.81,41.05,4.22
2020,6,7,14,511.1,0.48,33.61,41.6,4.66
2020,6,7,15,402.65,0.48,33.03,43.08,5.01
2020,6,7,16,270.62,0.47,31.96,46.38,4.97
2020,6,7,17,106.53,0.36,30.74,52.84,3.8
2020,6,7,18,8.25,0.21,28.68,69.77,2.21
2020,6,7,19,0.0,-999.0,27.94,76.12,1.83
2020,6,7,20,0.0,-999.0,27.83,76.4,1.36
2020,6,7,21,0.0,-999.0,27.88,72.23,0.99
2020,6,7,22,0.0,-999.0,27.23,73.83,1.18
2020,6,7,23,0.0,-999.0,26.14,79.22,1.65
2020,6,8,0,0.0,-999.0,25.3,81.98,1.99
2020,6,8,1,0.0,-999.0,24.65,83.59,2.16
2020,6,8,2,0.0,-999.0,24.08,85.34,2.2
2020,6,8,3,0.0,-999.0,23.57,86.73,2.3
2020,6,8,4,0.0,-999.0,23.12,87.52,2.49
2020,6,8,5,31.62,0.28,23.34,84.33,3.39
2020,6,8,6,184.95,0.46,24.91,75.47,4.47
2020,6,8,7,365.3,0.54,27.58,61.9,5.79
2020,6,8,8,586.95,0.64,29.52,53.48,5.32
2020,6,8,9,768.83,0.69,31.05,48.69,4.64
2020,6,8,10,899.03,0.72,32.27,45.42,4.16
2020,6,8,11,944.85,0.72,33.29,42.85,3.81
2020,6,8,12,800.92,0.62,34.12,40.85,3.64
2020,6,8,13,712.15,0.59,34.72,39.39,3.62
2020,6,8,14,547.53,0.52,35.01,38.53,3.64
2020,6,8,15,408.67,0.49,34.82,38.37,3.52
2020,6,8,16,236.5,0.41,34.34,38.82,3.36
2020,6,8,17,97.72,0.33,33.2,43.59,2.69
2020,6,8,18,7.85,0.2,30.51,63.36,2.11
2020,6,8,19,0.0,-999.0,29.14,67.56,2.5
2020,6,8,20,0.0,-999.0,28.37,67.63,2.8
2020,6,8,21,0.0,-999.0,27.69,68.32,3.03
2020,6,8,22,0.0,-999.0,27.05,69.56,3.27
2020,6,8,23,0.0,-999.0,26.42,71.66,3.42
2020,6,9,0,0.0,-999.0,25.83,74.05,3.47
2020,6,9,1,0.0,-999.0,25.36,75.62,3.58
2020,6,9,2,0.0,-999.0,24.82,76.5,3.89
2020,6,9,3,0.0,-999.0,24.31,76.85,4.07
2020,6,9,4,0.0,-999.0,23.83,77.64,4.06
2020,6,9,5,34.35,0.3,23.96,76.32,4.5
2020,6,9,6,189.6,0.47,25.82,67.72,5.23
2020,6,9,7,388.58,0.57,28.98,52.96,6.55
2020,6,9,8,610.67,0.66,31.51,44.4,6.0
2020,6,9,9,788.4,0.71,33.43,40.23,5.05
2020,6,9,10,913.05,0.73,34.85,38.05,4.29
2020,6,9,11,945.53,0.72,35.83,36.81,3.87
2020,6,9,12,855.97,0.66,36.38,36.11,3.75
2020,6,9,13,723.42,0.6,36.67,35.8,3.8
2020,6,9,14,633.22,0.6,36.7,35.81,3.82
2020,6,9,15,465.77,0.55,36.42,36.2,3.86
2020,6,9,16,276.62,0.47,35.5,38.1,3.84
2020,6,9,17,116.1,0.39,34.22,44.32,3.01
2020,6,9,18,8.8,0.22,31.87,61.64,2.29
2020,6,9,19,0.0,-999.0,30.82,65.12,2.56
2020,6,9,20,0.0,-999.0,30.1,65.2,2.98
2020,6,9,21,0.0,-999.0,29.44,65.64,3.54
2020,6,9,22,0.0,-999.0,28.73,67.25,4.23
2020,6,9,23,0.0,-999.0,27.99,70.19,4.76
2020,6,10,0,0.0,-999.0,27.34,73.45,4.86
2020,6,10,1,0.0,-999.0,26.84,75.91,4.97
2020,6,10,2,0.0,-999.0,26.53,76.82,4.79
2020,6,10,3,0.0,-999.0,26.04,79.22,4.47
2020,6,10,4,0.0,-999.0,25.5,82.18,4.33
2020,6,10,5,31.62,0.28,25.43,82.62,4.5
2020,6,10,6,170.9,0.43,26.97,73.76,5.24
2020,6,10,7,356.38,0.53,29.5,60.79,5.68
2020,6,10,8,596.97,0.65,31.98,51.44,5.38
2020,6,10,9,765.53,0.69,34.09,45.44,4.92
2020,6,10,10,879.62,0.7,35.78,41.39,4.46
2020,6,10,11,953.88,0.73,37.06,38.55,4.08
2020,6,10,12,888.03,0.68,37.88,36.44,3.8
2020,6,10,13,761.47,0.63,38.25,35.06,3.55
2020,6,10,14,517.1,0.49,38.17,34.36,3.35
2020,6,10,15,325.8,0.39,37.82,34.32,3.16
2020,6,10,16,177.48,0.3,36.86,36.27,2.93
2020,6,10,17,82.82,0.28,35.41,43.03,2.32
2020,6,10,18,6.55,0.16,33.16,59.57,2.15
2020,6,10,19,0.0,-999.0,31.83,64.26,2.55
2020,6,10,20,0.0,-999.0,30.87,62.91,3.77
2020,6,10,21,0.0,-999.0,29.92,64.66,5.47
2020,6,10,22,0.0,-999.0,28.75,69.69,6.56
2020,6,10,23,0.0,-999.0,27.59,75.03,7.09
2020,6,11,0,0.0,-999.0,26.54,81.78,7.25
2020,6,11,1,0.0,-999.0,25.98,86.24,7.32
2020,6,11,2,0.0,-999.0,25.73,88.4,6.83
2020,6,11,3,0.0,-999.0,25.64,89.13,5.44
2020,6,11,4,0.0,-999.0,25.6,89.42,4.74
2020,6,11,5,28.88,0.26,25.9,87.87,5.0
2020,6,11,6,162.07,0.4,27.59,78.89,5.75
2020,6,11,7,332.73,0.49,30.31,64.14,6.76
2020,6,11,8,515.45,0.56,32.72,53.77,6.75
2020,6,11,9,710.9,0.64,34.7,46.79,6.5
2020,6,11,10,828.97,0.66,36.14,42.18,6.13
2020,6,11,11,830.22,0.63,36.99,39.56,5.7
2020,6,11,12,823.05,0.63,37.44,37.82,5.23
2020,6,11,13,740.72,0.61,37.54,36.89,4.6
2020,6,11,14,471.95,0.45,36.88,37.99,4.08
2020,6,11,15,226.6,0.27,36.37,39.32,3.72
2020,6,11,16,137.62,0.24,35.74,41.84,3.22
2020,6,11,17,62.03,0.21,34.43,49.27,2.38
2020,6,11,18,3.6,0.08,32.52,65.9,2.0
2020,6,11,19,0.0,-999.0,31.47,69.58,2.21
2020,6,11,20,0.0,-999.0,30.88,70.57,2.27
2020,6,11,21,0.0,-999.0,30.29,72.2,2.25
2020,6,11,22,0.0,-999.0,29.71,73.92,2.2
2020,6,11,23,0.0,-999.0,29.13,75.37,2.25
2020,6,12,0,0.0,-999.0,28.58,77.38,2.19
2020,6,12,1,0.0,-999.0,28.08,79.74,2.15
2020,6,12,2,0.0,-999.0,27.56,81.22,2.48
2020,6,12,3,0.0,-999.0,27.12,82.11,3.24
2020,6,12,4,0.0,-999.0,26.59,84.3,3.82
2020,6,12,5,27.33,0.24,26.48,84.38,4.5
2020,6,12,6,136.65,0.34,27.89,76.1,4.93
2020,6,12,7,289.95,0.43,30.54,61.72,4.79
2020,6,12,8,442.35,0.48,33.16,49.46,4.45
2020,6,12,9,650.1,0.58,35.05,41.83,4.6
2020,6,12,10,784.6,0.63,36.46,37.34,4.81
2020,6,12,11,839.25,0.64,37.65,34.0,4.82
2020,6,12,12,743.92,0.57,38.24,32.1,4.71
2020,6,12,13,611.33,0.5,38.11,31.63,4.51
2020,6,12,14,548.03,0.52,37.46,32.33,4.28
2020,6,12,15,381.95,0.45,36.74,33.63,3.86
2020,6,12,16,232.68,0.4,35.76,37.27,3.05
2020,6,12,17,93.22,0.31,34.4,44.15,2.21
2020,6,12,18,7.05,0.16,32.46,63.22,1.52
2020,6,12,19,0.0,-999.0,31.59,68.39,1.38
2020,6,12,20,0.0,-999.0,30.62,69.28,1.84
2020,6,12,21,0.0,-999.0,29.67,67.99,2.45
2020,6,12,22,0.0,-999.0,28.82,69.42,3.03
2020,6,12,23,0.0,-999.0,28.06,73.59,3.69
2020,6,13,0,0.0,-999.0,27.33,79.47,3.97
2020,6,13,1,0.0,-999.0,26.75,84.03,3.91
2020,6,13,2,0.0,-999.0,26.38,86.74,4.11
2020,6,13,3,0.0,-999.0,26.07,88.51,4.04
2020,6,13,4,0.0,-999.0,25.71,90.01,3.77
2020,6,13,5,26.3,0.23,25.77,89.3,4.04
2020,6,13,6,137.38,0.34,27.06,81.9,5.05
2020,6,13,7,302.55,0.45,28.78,73.25,4.91
2020,6,13,8,466.52,0.51,30.62,63.31,3.55
2020,6,13,9,569.78,0.51,32.35,54.0,2.19
2020,6,13,10,703.5,0.56,33.51,48.97,1.42
2020,6,13,11,714.7,0.54,34.07,46.21,1.53
2020,6,13,12,702.55,0.54,34.17,45.06,1.91
2020,6,13,13,647.17,0.53,33.97,45.05,2.12
2020,6,13,14,475.55,0.45,33.64,45.84,2.25
2020,6,13,15,309.27,0.37,33.34,46.7,2.29
2020,6,13,16,181.93,0.31,32.73,49.13,2.3
2020,6,13,17,71.35,0.23,31.56,56.49,2.18
2020,6,13,18,5.88,0.13,29.92,69.39,2.17
2020,6,13,19,0.0,-999.0,28.94,72.47,2.51
2020,6,13,20,0.0,-999.0,28.38,72.29,2.78
2020,6,13,21,0.0,-999.0,27.8,73.02,3.01
2020,6,13,22,0.0,-999.0,27.19,75.92,3.2
2020,6,13,23,0.0,-999.0,26.62,81.27,3.51
2020,6,14,0,0.0,-999.0,26.13,86.92,3.76
2020,6,14,1,0.0,-999.0,25.79,90.64,3.48
2020,6,14,2,0.0,-999.0,25.52,92.64,3.02
2020,6,14,3,0.0,-999.0,25.37,93.39,2.74
2020,6,14,4,0.0,-999.0,25.22,94.01,2.41
2020,6,14,5,21.48,0.19,25.46,92.14,2.76
2020,6,14,6,121.8,0.31,26.85,82.97,3.37
2020,6,14,7,254.1,0.38,29.12,67.37,3.34
2020,6,14,8,362.12,0.39,31.05,55.62,2.51
2020,6,14,9,373.38,0.34,32.56,50.2,1.87
2020,6,14,10,314.45,0.25,33.72,47.31,1.43
2020,6,14,11,390.73,0.3,34.53,45.38,1.21
2020,6,14,12,482.48,0.37,34.97,44.07,1.23
2020,6,14,13,643.33,0.53,35.31,42.93,1.45
2020,6,14,14,563.22,0.53,35.34,42.37,1.96
2020,6,14,15,330.05,0.39,34.84,43.44,2.26
2020,6,14,16,189.3,0.32,34.09,45.29,2.11
2020,6,14,17,79.15,0.26,33.12,49.11,1.6
2020,6,14,18,6.55,0.15,32.14,55.19,0.99
2020,6,14,19,0.0,-999.0,31.27,69.31,0.65
2020,6,14,20,0.0,-999.0,30.39,75.0,1.13
2020,6,14,21,0.0,-999.0,29.52,76.41,1.58
2020,6,14,22,0.0,-999.0,28.73,77.81,1.82
2020,6,14,23,0.0,-999.0,27.93,79.93,1.92
2020,6,15,0,0.0,-999.0,27.22,82.61,1.97
2020,6,15,1,0.0,-999.0,26.72,85.13,1.99
2020,6,15,2,0.0,-999.0,26.33,86.84,2.29
2020,6,15,3,0.0,-999.0,25.99,88.33,2.8
2020,6,15,4,0.0,-999.0,25.66,90.2,3.15
2020,6,15,5,27.77,0.25,25.65,90.26,3.82
2020,6,15,6,163.9,0.41,27.04,81.14,4.76
2020,6,15,7,325.5,0.48,29.18,67.24,5.09
2020,6,15,8,515.3,0.56,30.97,58.53,4.53
2020,6,15,9,562.42,0.51,32.35,54.21,4.05
2020,6,15,10,736.17,0.59,33.4,51.54,3.89
2020,6,15,11,663.05,0.51,34.36,49.06,3.89
2020,6,15,12,689.58,0.53,35.02,47.09,3.77
2020,6,15,13,625.97,0.52,35.21,46.32,3.41
2020,6,15,14,491.6,0.46,35.09,46.15,2.88
2020,6,15,15,309.25,0.37,35.03,45.68,2.21
2020,6,15,16,189.95,0.32,34.75,46.13,1.32
2020,6,15,17,81.57,0.27,34.14,50.11,0.98
2020,6,15,18,6.3,0.14,31.93,67.71,1.59
2020,6,15,19,0.0,-999.0,30.07,74.76,2.34
2020,6,15,20,0.0,-999.0,29.06,75.67,2.82
2020,6,15,21,0.0,-999.0,28.16,78.28,3.18
2020,6,15,22,0.0,-999.0,27.35,82.15,3.33
2020,6,15,23,0.0,-999.0,26.65,86.17,3.46
2020,6,16,0,0.0,-999.0,26.07,89.9,3.72
2020,6,16,1,0.0,-999.0,25.59,93.25,4.03
2020,6,16,2,0.0,-999.0,25.44,94.39,4.19
2020,6,16,3,0.0,-999.0,25.35,94.72,3.92
2020,6,16,4,0.0,-999.0,25.23,95.06,3.35
2020,6,16,5,31.0,0.28,25.5,93.29,3.28
2020,6,16,6,160.85,0.41,27.14,83.96,3.55
2020,6,16,7,332.15,0.49,30.01,66.32,3.51
2020,6,16,8,513.08,0.56,32.37,53.97,3.0
2020,6,16,9,662.05,0.59,34.03,47.45,2.54
2020,6,16,10,851.78,0.68,35.57,41.9,2.32
2020,6,16,11,796.15,0.61,36.83,37.2,2.26
2020,6,16,12,714.85,0.55,37.77,33.58,2.29
2020,6,16,13,606.55,0.5,38.31,31.39,2.32
2020,6,16,14,428.95,0.41,38.41,30.49,2.29
2020,6,16,15,247.23,0.29,38.02,30.76,2.09
2020,6,16,16,151.8,0.26,37.14,32.71,2.1
2020,6,16,17,66.68,0.22,35.51,39.92,2.44
2020,6,16,18,6.35,0.14,32.87,55.38,2.97
2020,6,16,19,0.0,-999.0,31.42,57.09,4.77
2020,6,16,20,0.0,-999.0,30.3,61.86,6.68
2020,6,16,21,0.0,-999.0,29.31,67.56,7.41
2020,6,16,22,0.0,-999.0,28.56,71.67,7.16
2020,6,16,23,0.0,-999.0,27.95,75.58,6.09
2020,6,17,0,0.0,-999.0,27.49,78.83,5.66
2020,6,17,1,0.0,-999.0,27.0,82.39,5.36
2020,6,17,2,0.0,-999.0,26.59,85.38,5.01
2020,6,17,3,0.0,-999.0,26.29,87.34,4.5
2020,6,17,4,0.0,-999.0,25.98,89.16,4.08
2020,6,17,5,24.75,0.23,26.12,88.47,4.36
2020,6,17,6,135.4,0.34,27.61,80.26,5.86
2020,6,17,7,273.1,0.41,29.95,66.88,7.63
2020,6,17,8,485.8,0.53,31.91,57.21,8.12
2020,6,17,9,611.75,0.55,33.5,50.92,7.76
2020,6,17,10,767.83,0.62,34.88,45.85,7.22
2020,6,17,11,771.08,0.59,36.02,41.79,6.74
2020,6,17,12,692.0,0.53,36.91,38.7,6.41
2020,6,17,13,687.5,0.57,37.24,37.22,6.17
2020,6,17,14,587.05,0.55,36.74,38.97,5.85
2020,6,17,15,360.75,0.43,34.65,49.66,5.17
2020,6,17,16,217.38,0.37,32.36,63.12,5.06
2020,6,17,17,81.25,0.26,30.42,73.17,5.46
2020,6,17,18,6.18,0.13,29.13,77.28,6.71
2020,6,17,19,0.0,-999.0,28.29,80.53,7.86
2020,6,17,20,0.0,-999.0,27.59,83.1,8.24
2020,6,17,21,0.0,-999.0,26.98,84.8,7.73
2020,6,17,22,0.0,-999.0,26.32,88.11,6.73
2020,6,17,23,0.0,-999.0,25.84,90.11,6.4
